restaurant_id,name,address,district,city,grade,cuisine,latitude,longitude,telephone,email,website,source,source_file,name_key
RES000305,NIPPON RESTAURANT,"NO.32,SRI MOHOMED MACAN MARKAR MAWATHA ,COLOMBO 03",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,nippon restaurant
RES000306,GRAND MONARCH,"NO 527/7,BORELLA ROAD,THALAWATHUGODA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,grand monarch
RES000307,JO - JOS PLACE,"NO. 43/6 A , DE ALWIS AVENUE , MOUNT LAVINIA",Colombo,,B,,,,,,,official_tourism,Restaurants.xlsx,jo jos place
RES000308,RONS RESTAURANT & BAR,"NO. 160 , MAKOLA ROAD , KIRIBATHGODA",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,rons restaurant bar
RES000309,THE NEW PAN RESTAURANT,"NO. 218/4 , NEGOMBO ROAD , WATTALA",Gampaha,,A,,,,,,,official_tourism,Restaurants.xlsx,the new pan restaurant
RES000310,TSING TAO,"MS -5 FIRST FLOOR,RACE COURSE,REID AVENUE,COLOMBO 7",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,tsing tao
RES000311,JACK TREE RESTAURANT,"NO:200,PARK ROAD,COLOMBO 5",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,jack tree restaurant
RES000312,MALLIKA TRADING COMPLEX,"KANDY ROAD,KENGALLA.",Kandy,,B,,,,,,,official_tourism,Restaurants.xlsx,mallika trading complex
RES000313,PUBS AND PLACES (HIKKA CAFE),"NO 317,GALLE ROAD,HIKKADUWA",Galle,,B,,,,,,,official_tourism,Restaurants.xlsx,pubs and places hikka cafe
RES000314,NEW BLUE LAGOON RESTURANT,"NO 63/33,RANTHAMBILIGAHAWATTA,MORAGALLA,ALUTHGAMA",Kalutara,,B,,,,,,,official_tourism,Restaurants.xlsx,new blue lagoon resturant
RES000315,VIENNA KAROKE BAR AND RESTAURANT,"6A,6AY,ALFRED HOUSE ROAD,COLOMBO 3",Colombo,,B,,,,,,,official_tourism,Restaurants.xlsx,vienna karoke bar and restaurant
RES000316,TAMARIND TREE,"NO:5,BASELINE ROAD,AVARIWATTA,KATUNAYAKA",Gampaha,,B,,,,,,,official_tourism,Restaurants.xlsx,tamarind tree
RES000317,TAPHOUSE BY R N R,"DUTCH HOSPITAL BUILDNE,COLOMBO 01",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,taphouse by r n r
RES000318,E.A.P.RESTAURANT,"NO:20,DR.N.M.PERERA MAWATHA,COLOMBO 08",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,e a p restaurant
RES000319,GAWRAWA NETHWAN,"NO:89/1,HIGHLEVEL ROAD,KOTTAWA,PANNIPITIYA",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,gawrawa nethwan
RES000320,SEASONS,"250/215,LIBERTY PLAZA,2ND FLOOR,R.A DE MEL MAWATHA,COLOMBO 3",Colombo,,A,,,,,,,official_tourism,Restaurants.xlsx,seasons
