accommodation_id,name,type,address,district,city,grade,rooms,latitude,longitude,telephone,email,website,source,source_file,name_key,all_source_files
ACC000270,CHAMALKAS HOMESTAY,Home Stay Units,"67A,CHURCH STREET,FORT GALLE",Galle,Galle,DELUXE,4,6.029135,,,,,official_tourism,Information for Accommodation.csv,chamalkas homestay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000271,CHAMELIA,Bangalows,"WATTAHERIYA WATTA,BALLAKETUWA ROAD,ELLA",Badulla,Ella Pradeshiya Sabha,SUPERIOR,5,,,,,,official_tourism,Information for Accommodation.csv,chamelia,Bungalows.xlsx | Information for Accommodation.csv
ACC000272,CHANDIMA GUEST HOUSE.,Guest Houses,"MAIN STREET, ELPITIYA.",Galle,Galle,B,5,,,,,,official_tourism,Information for Accommodation.csv,chandima guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000273,CHANDI,Home Stay Units,"117/24B, PERIS MAWATHA,KALUBOWILA.",Colombo,Dehiwala-Mount Lavinia,SUPERIOR,2,,,,,,official_tourism,Information for Accommodation.csv,chandi,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000274,CHANDRA GUEST HOUSE,Guest Houses,"NO:92,MAIN STREET,TANGALLA",Hambantota,Tangalle Pradeshiya Sabha,B,25,,,,,,official_tourism,Information for Accommodation.csv,chandra guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000275,CHANDRANI,Home Stay Units,"NO 115, SRI MAHAVIHARA MAWATHA, PANADURA",Kalutara,Panadura Pradeshiya Sabha,STANDARD,4,,,,,,official_tourism,Information for Accommodation.csv,chandrani,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000276,CHANUKA TOURIST GUEST HOUSE,Guest Houses,"NO:29,FRANCES ROAD,WELLAWATTA,COLOMBO 06",Colombo,Colombo,B,10,6.875813,,,,,official_tourism,Information for Accommodation.csv,chanuka tourist guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000277,CHARUKA RESORT,Home Stay Units,"168/A, SIGIRI ROAD, POTHANA",Matale,Dambulla Pradeshiya Sabha,STANDARD,4,,,,,,official_tourism,Information for Accommodation.csv,charuka resort,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000278,CHAYA HILLS KANDY,Rented Apartments,"ROSLIN HILL ESTATE,HINDAGALA,PERADENIYA,KANDY",Kandy,Kandy,SUPERIOR,6,7.237552,,,,,official_tourism,Information for Accommodation.csv,chaya hills kandy,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000279,CHAYANIKA BEACH HOTEL,Guest Houses,"NO. 21, FONSEKA LANE, KALUTARA NORTH",Kalutara,Kalutara Pradeshiya Sabha,A,22,6.595533,,,,,official_tourism,Information for Accommodation.csv,chayanika beach hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000280,CHELIYAN VILLA,Home Stay Units,"NO.128/1, GEORGE E. DE SILVA MAWATHA, KANDY",Kandy,Kandy,DELUXE,3,,,,,,official_tourism,Information for Accommodation.csv,cheliyan villa,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000281,CHELLI,Home Stay Units,"NO 241/3A, ST. JOSEPH STREET, NEGOMBO",Gampaha,Negombo,STANDARD,3,,,,,,official_tourism,Information for Accommodation.csv,chelli,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000282,CHELSEA GARDENS,Home Stay Units,"20, CHELSEA GARDENS, COLOMBO 3",Colombo,Colombo,STANDARD,3,,,,,,official_tourism,Information for Accommodation.csv,chelsea gardens,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000283,CHENA HUTS,Tourist Hotels,"TALA-PALATUPANA,WILD LIFE TOURISM ZONE,PALATUPANA,YALA,THISSAMAHARAMA.",Hambantota,Thissamaharama,,14,,,,,,official_tourism,Information for Accommodation.csv,chena huts,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000284,CHOOTY PLACE,Home Stay Units,"ARUGAMBAY,POTTUVIL.",Ampara,Ampara,STANDARD,4,,,,,,official_tourism,Information for Accommodation.csv,chooty place,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000285,CHOYS WATER FRONT RESIDENCE,Guest Houses,"NO31,CUSTOM HOUSE ROAD,NEGOMBO",Gampaha,Negombo,A,8,7.208541,,,,,official_tourism,Information for Accommodation.csv,choys water front residence,Guest Houses.xlsx | Information for Accommodation.csv
ACC000286,CINNAMON APARTMENT,Home Stay Units,"NO 12/B/2/1,WATTALPOLA ROAD, WALANA, PANADURA",Kalutara,Panadura,STANDARD,2,6.7287176,,,,,official_tourism,Information for Accommodation.csv,cinnamon apartment,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000287,CINNAMON BEY,Classified Hotels( 1-5 Star),"MORAGOLLA BEACH,BERUWALA",Kalutara,Kalutara Pradeshiya Sabha,FOUR,200,6.4522247,,,,,official_tourism,Information for Accommodation.csv,cinnamon bey,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000288,CINNAMON CITADEL,Classified Hotels( 1-5 Star),"NO.124, SRIMATH KUDA RATWATTA MAWATHA, KANDY",Kandy,Kandy,THREE,121,7.305864,,,,,official_tourism,Information for Accommodation.csv,cinnamon citadel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000289,CINNAMON GRAND HOTEL,Classified Hotels( 1-5 Star),"NO. 77, GALLE ROAD, COLOMBO 03",Colombo,Colombo,FIVE,501,6.918034,,,,,official_tourism,Information for Accommodation.csv,cinnamon grand hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000290,CINNAMON INN,Guest Houses,"CINNAMON INN,KONGALA,HAKMANA",Matara,Matara,B,5,,,,,,official_tourism,Information for Accommodation.csv,cinnamon inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000291,CINNAMON LAKESIDE COLOMBO,Classified Hotels( 1-5 Star),"115, SRI CHITAMPALAM A GARDINER MAWATHA, COLOMBO 02",Colombo,Colombo,FIVE,352,6.929273,,,,,official_tourism,Information for Accommodation.csv,cinnamon lakeside colombo,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000292,CINNAMON LODGE,Classified Hotels( 1-5 Star),"P.O. BOX 02, HABARANE",Anuradhapura,Anuradhapura,FIVE,162,8.034584,,,,,official_tourism,Information for Accommodation.csv,cinnamon lodge,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000293,CINNAMON PENTHOUSE,Rented Apartments,"24-3F CRESCAT RESIDANCIES, NO75, GALLE ROAD, COLOMBO 03.",Colombo,Colombo,DELUXE,5,6.917928,,,,,official_tourism,Information for Accommodation.csv,cinnamon penthouse,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000294,CINNAMON RED COLOMBO,Classified Hotels( 1-5 Star),"NO:59, ANANDA COOMARASWAMY MAWATHA, COLOMBO 03.",Colombo,Colombo,THREE,243,6.912114,,,,,official_tourism,Information for Accommodation.csv,cinnamon red colombo,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000295,CINNAMON VILLA,Bangalows,"KADJUGASDUWA ESTATE,MIRISWATTA, HABURUGALA, BENTOTA.",Galle,Bentota Pradeshiya Sabha,SUPERIOR,4,,,,,,official_tourism,Information for Accommodation.csv,cinnamon villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000296,CITIZEN REST,Guest Houses,"221/9, ELBADA ROAD, INGIRIYA",Kalutara,Kalutara Pradeshiya Sabha,B,5,,,,,,official_tourism,Information for Accommodation.csv,citizen rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC000297,CITRUS - HIKKADUWA,Tourist Hotels,"NO.400,GALLE ROAD,HIKKADUWA",Galle,Galle,,54,6.129744,,,,,official_tourism,Information for Accommodation.csv,citrus hikkaduwa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000298,CITRUS WASKADUWA,Tourist Hotels,"427,SAMANTHARA ROAD,KUDA WASKADUWA,WASKADUWA",Kalutara,Kalutara Pradeshiya Sabha,,150,6.9101903,,,,,official_tourism,Information for Accommodation.csv,citrus waskaduwa,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000299,CITY BEDS THE REGENT,Rented Apartments,"201/2, NEW REGENT BUILDING, COLOMBO 2",Colombo,Colombo,SUPERIOR,5,,,,,,official_tourism,Information for Accommodation.csv,city beds the regent,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000300,CITY BEDS,Rented Apartments,"NO. 20 3/1, REGENT BUILDING,,PARSONS ROAD,COLOMBO 02",Colombo,Colombo,SUPERIOR,3,,,,,,official_tourism,Information for Accommodation.csv,city beds,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000301,CLARION HUB,Guest Houses,"NO: 1374, COLOMBO ROAD, KURANA, KATUNAYAKA.",Gampaha,Gampaha,A,20,,,,,,official_tourism,Information for Accommodation.csv,clarion hub,Guest Houses.xlsx | Information for Accommodation.csv
ACC000302,CLIFF HOUSE,Bangalows,"LABUGOLLA, HATHARALIYADDA.",Kandy,Kandy,SUPERIOR,4,,,,,,official_tourism,Information for Accommodation.csv,cliff house,Bungalows.xlsx | Information for Accommodation.csv
ACC000303,CLINGENDAEL,Boutique Villas,"VICTORIA GOLF & COUNTRY RESORT,P.O.BOX 7, KANDY.",Kandy,Kandy,,5,7.267445,,,,,official_tourism,Information for Accommodation.csv,clingendael,Boutique Villas.xlsx | Information for Accommodation.csv
ACC000304,CLOSENBURG HOTEL,Guest Houses,"11, CLOSEDBERG ROAD,MAGALLE ,GALLE",Galle,Galle,A,20,6.031424,,,,,official_tourism,Information for Accommodation.csv,closenburg hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000305,CLOUDS,Bangalows,"64,LILY AVE, HAPUTALE.",Badulla,Haputale,DELUXE,5,6.7647,,,,,official_tourism,Information for Accommodation.csv,clouds,Bungalows.xlsx | Information for Accommodation.csv
ACC000306,CLUB BENTOTA,Classified Hotels( 1-5 Star),"PARADISE ISLAND,ALUTHGAMA.",Galle,Aluthgama,TWO,68,6.437361,,,,,official_tourism,Information for Accommodation.csv,club bentota,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000307,CLUB HOTEL DOLPHIN,Classified Hotels( 1-5 Star),"KAMMAL SOUTH, WAIKKAL",Puttalam,Wennappuwa Pradeshiya Sabha,FOUR,151,7.293789,,,,,official_tourism,Information for Accommodation.csv,club hotel dolphin,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000308,CLUB LESPRI,Bangalows,"322,TRANQUILITY, GALAHA ROAD, NILLAMBA",Kandy,Kandy,DELUXE,6,7.199854,,,,,official_tourism,Information for Accommodation.csv,club lespri,Bungalows.xlsx | Information for Accommodation.csv
ACC000309,CLUB PALM BAY,Classified Hotels( 1-5 Star),"THALWILAWILIA, THUDUWAWA, MARAWILA",Puttalam,Puttalam Pradeshiya Sabha,THREE,162,7.434188,,,,,official_tourism,Information for Accommodation.csv,club palm bay,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000310,CLUB PARADISE HOTEL,Tourist Hotels,"NATIONAL HOLIDAY RESORT,BENTOTA",Galle,Bentota Pradeshiya Sabha,,24,6.4373579,,,,,official_tourism,Information for Accommodation.csv,club paradise hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000311,CLUB PENTHOUSE ISLAND RESORT,Guest Houses,"NO:22/1,TUDUWA JUNCTION,DAMPE ,PILIYANDALA",Colombo,Kesbewa,A,8,6.756206,,,,,official_tourism,Information for Accommodation.csv,club penthouse island resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000312,CLUB VILLA,Boutique Hotels,"NO.138/15, GALLE ROAD, BENTOTA",Galle,Benthota Divisional Secretariat,,15,6.414093,,,,,official_tourism,Information for Accommodation.csv,club villa,Boutique Hotels.xlsx | Information for Accommodation.csv
ACC000313,CLUB WASKADUWA BEACH,Tourist Hotels,"211, JAYANTHI MAWATHA, MAHA WASKADUWA NORTH, WASKADUWA",Kalutara,Kalutara,,54,6.616287,,,,,official_tourism,Information for Accommodation.csv,club waskaduwa beach,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000314,COCO BAY,Boutique Villas,"NO. 4/10, RUMASSALA, UNAWATUNA.",Galle,Hikkaduwa,,8,6.027435,,,,,official_tourism,Information for Accommodation.csv,coco bay,Boutique Villas.xlsx | Information for Accommodation.csv
ACC000315,COCO PALMS,Bangalows,"COCO PALMS, YAKKALA ESTATE, TANK ROAD, IBBAGAMUWA",Kurunegala,Ibbagamuwa Pradeshiya Sabha,SUPERIOR,3,,,,,,official_tourism,Information for Accommodation.csv,coco palms,Bungalows.xlsx | Information for Accommodation.csv
ACC000316,COCO ROYAL BEACH,Classified Hotels( 1-5 Star),"WASKADUWA, KALUTHARA NORTH",Kalutara,Kalutara Pradeshiya Sabha,TWO,70,6.6137006,,,,,official_tourism,Information for Accommodation.csv,coco royal beach,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000317,COCO VILLA,Home Stay Units,"74/2, JAMBUGASMULLA MAWATHA, NUGEGODA",Colombo,Maharagama,DELUXE,2,,,,,,official_tourism,Information for Accommodation.csv,coco villa,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000318,COCO VILLE,Bangalows,"WATERVILLE ESTATE, KUMBURUMULA ROAD, KALKUDA",Batticaloa,Batticaloa,DELUXE,3,7.910318,,,,,official_tourism,Information for Accommodation.csv,coco ville,Bungalows.xlsx | Information for Accommodation.csv
ACC000319,COCOON HILLS,Bangalows,"21A,GLENFALL ROAD,NUWARA ELIYA",Nuwara Eliya,Nuwara Eliya,DELUXE,6,,,,,,official_tourism,Information for Accommodation.csv,cocoon hills,Bungalows.xlsx | Information for Accommodation.csv
ACC000320,COCOON RESORT AND VILLAS,Boutique Villas,"KAIKAWALA ROAD, INDURUWA",Galle,Bentota Pradeshiya Sabha,,10,6.373562,,,,,official_tourism,Information for Accommodation.csv,cocoon resort and villas,Boutique Villas.xlsx | Information for Accommodation.csv
ACC000321,COCOON SEA RESORT,Guest Houses,"NO 903,GALLE ROAD,DUWE MADARA,KOSGODA",Galle,balapitiya,A,7,6.348125,,,,,official_tourism,Information for Accommodation.csv,cocoon sea resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000322,COCOWORLD BUNGALOW,Bangalows,"MALIGAWA ESTATE,RANAWIRU SIRI NANDANA MAWATHA,HAMMALIYA,BANDARA KOSWATTA",Kurunegala,Panduwasnuwara Pradeshiya Sabha,SUPERIOR,2,,,,,,official_tourism,Information for Accommodation.csv,cocoworld bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000323,COLOMBO AIRPORT HOMESTAY,Home Stay Units,"NO 17, ZONE 1, MILLENNIUM CITY, KOTUGODA, JA-ELA",Gampaha,Ja-Ela Pradeshiya Sabha,SUPERIOR,5,7.1206712,,,,,official_tourism,Information for Accommodation.csv,colombo airport homestay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000324,COLOMBO CITY HOTEL,Classified Hotels( 1-5 Star),"LEVEL 3,NO.33,CANAL ROW,COLOMBO 01.",Colombo,Colombo,ONE,48,6.933327,,,,,official_tourism,Information for Accommodation.csv,colombo city hotel,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000325,COLOMBO COURTYARD,Classified Hotels( 1-5 Star),"435,R.A DE MEL MAWATHA,COLOMBO 03",Colombo,Colombo,THREE,32,6.897765,,,,,official_tourism,Information for Accommodation.csv,colombo courtyard,Classified Hotels( 1-5 Star).xlsx | Information for Accommodation.csv
ACC000326,COLOMBO HOME STAY,Home Stay Units,"96/12A, KOTTANUWATHA ROAD, OLD KESBEWA ROAD, NUGEGODA.",Colombo,Kotte Muncipal Council,SUPERIOR,5,,,,,,official_tourism,Information for Accommodation.csv,colombo home stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000327,COLOMBO LOFT,Bangalows,"365/3, R.A DE MEL MAWATHA, COLOMBO 3",Colombo,Colombo,SUPERIOR,1,,,,,,official_tourism,Information for Accommodation.csv,colombo loft,Bungalows.xlsx | Information for Accommodation.csv
ACC000328,COLOMBO SEA VIEW APARTMENT,Rented Apartments,"48-8/1,HAIG ROAD,BAMBALAPITIYA",Colombo,Colombo,DELUXE,3,6.900996,,,,,official_tourism,Information for Accommodation.csv,colombo sea view apartment,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000329,COLOMBO SWIMMING CLUB,Guest Houses,"STORM LODGE, NO 148, GALLE ROAD, COLOMBO 03",Colombo,Colombo,A,17,6.914766,,,,,official_tourism,Information for Accommodation.csv,colombo swimming club,Guest Houses.xlsx | Information for Accommodation.csv
ACC000330,COLOMBO VILLA,Bangalows,"16/6, CAMBRIDGE PLACE, COLOMBO 7",Colombo,Colombo,DELUXE,4,6.907345,,,,,official_tourism,Information for Accommodation.csv,colombo villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000331,COMFORT HOME STAY,Home Stay Units,"NO. 5A, WEERAKOON GARDENS, KANDY",Kandy,Kandy,STANDARD,1,,,,,,official_tourism,Information for Accommodation.csv,comfort home stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000332,COMFY STAY,Home Stay Units,"27/2, O.P.PERERA MAWATHA, LAKE ROAD, BORALASGAMUWA",Colombo,Boralesgamuwa,SUPERIOR,3,6.8429832,,,,,official_tourism,Information for Accommodation.csv,comfy stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000333,COMILLA BUNGALOW,Bangalows,"""COMILLA WATHE"" 76/5, INDURUGALLA, WATHURUGAMA",Gampaha,Gampaha,DELUXE,3,7.0566908,,,,,official_tourism,Information for Accommodation.csv,comilla bungalow,Bungalows.xlsx | Information for Accommodation.csv
ACC000334,CONCORD GUEST HOUSE,Guest Houses,"NO. 141, GALLE ROAD, DEHIWALA",Colombo,Dehiwala-Mount Lavinia,A,30,6.855363,,,,,official_tourism,Information for Accommodation.csv,concord guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000335,COOP INN,Guest Houses,NO 350 TRINCOMALEE ROAD BATTICALOA,Batticaloa,Batticaloa,B,12,7.725563,,,,,official_tourism,Information for Accommodation.csv,coop inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000336,COPPENRATH GUEST HOUSE & RESTAURENT,Guest Houses,NO 61 A.WIJAYA ROAD.TANGALLE,Hambantota,Tangalle Pradeshiya Sabha,B,6,6.032977,,,,,official_tourism,Information for Accommodation.csv,coppenrath guest house restaurent,Guest Houses.xlsx | Information for Accommodation.csv
ACC000337,CORAL REEF BEACH HOTEL,Tourist Hotels,"336,GALLE ROAD,HIKKADUWA",Galle,Hikkaduwa,,30,,,,,,official_tourism,Information for Accommodation.csv,coral reef beach hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000338,CORAL ROCK BY BANSEI,Tourist Hotels,"NO.340, GALL ROAD, HIKKADUWA",Galle,Hikkaduwa,,30,6.134378,,,,,official_tourism,Information for Accommodation.csv,coral rock by bansei,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000339,CORAL SANDS HOTEL,Tourist Hotels,"326,GALLE ROAD,HIKKADUWA.",Galle,Hikkaduwa,,72,6.136629,,,,,official_tourism,Information for Accommodation.csv,coral sands hotel,Information for Accommodation.csv | Tourist Hotels.xlsx
ACC000340,CORAL SEAS BEACH RESORT,Guest Houses,"N0.346, GALLE ROAD, HIKKADUWA",Galle,Hikkaduwa,A,8,6.134225,,,,,official_tourism,Information for Accommodation.csv,coral seas beach resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000341,COSY HOTEL & RESTAURANT,Guest Houses,"NO.15,SIRAMPIYADI LANE,JAFFNA.",Jaffna,Jaffna,A,15,9.667941,,,,,official_tourism,Information for Accommodation.csv,cosy hotel restaurant,Guest Houses.xlsx | Information for Accommodation.csv
ACC000342,COTTAGE GARDEN BUNGALOWS,Rented Apartments,"42-48, COLLEGE AVENUE, MOUNT LAVINIA",Colombo,Colombo,STANDARD,3,6.838671,,,,,official_tourism,Information for Accommodation.csv,cottage garden bungalows,Information for Accommodation.csv | Rented Apartments.xlsx
ACC000343,COTTAGE TOURIST REST,Guest Houses,"388/38, HARISCHANDRA MAWATHA, ANURADHAPURA",Anuradhapura,Anuradhapura,B,6,8.332007,,,,,official_tourism,Information for Accommodation.csv,cottage tourist rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC000344,COUNTRY GARDEN RESORT,Guest Houses,"PANABOKKE, WATTAPPOLA",Kandy,Udunuwara Pradeshiya Sabha,A,5,7.222993,,,,,official_tourism,Information for Accommodation.csv,country garden resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000345,COZY BEDS,Rented Homes,"NO 29/ 2A, CHAPEL ROAD, NUGEGODA.",Colombo,Kotte Muncipal Council,SUPERIOR,4,6.8720807,,,,,official_tourism,Information for Accommodation.csv,cozy beds,Information for Accommodation.csv | Rented Homes.xlsx
ACC000346,COZY HOME STAY,Home Stay Units,"WATERFALL ROAD,WATAGODA WATTA,KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,1,6.868075,,,,,official_tourism,Information for Accommodation.csv,cozy home stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000347,COZY NEST,Bangalows,"9, UPPER DICKSON ROAD, GALLE",Galle,Galle,DELUXE,2,6.038124,,,,,official_tourism,Information for Accommodation.csv,cozy nest,Bungalows.xlsx | Information for Accommodation.csv
ACC000348,CRANFORD VILLA,Bangalows,"542, KAHAGOLLA, DIYATHALAWA",Badulla,Haputale,DELUXE,5,,,,,,official_tourism,Information for Accommodation.csv,cranford villa,Bungalows.xlsx | Information for Accommodation.csv
ACC000349,CRYSTAL VILLAS,Guest Houses,"GALLE - MATARA ROAD, PELENA, WELIGAMA.",Matara,Weligama Pradeshiya Sabha,A,6,5.975737,,,,,official_tourism,Information for Accommodation.csv,crystal villas,Guest Houses.xlsx | Information for Accommodation.csv
ACC000350,CULTURE RESORT,Guest Houses,"24, BEACH ROAD, POLHENA, MATARA",Matara,Matara,A,8,5.936771,,,,,official_tourism,Information for Accommodation.csv,culture resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000351,CYPRESS GARDENS,Guest Houses,"NO 64, PARAKRAMA ROAD, WELISARA.",Gampaha,Wattala Pradeshiya Sabha,A,8,,,,,,official_tourism,Information for Accommodation.csv,cypress gardens,Guest Houses.xlsx | Information for Accommodation.csv
ACC000352,D PAVILION INN,Guest Houses,"82,STRATFORD AVENUE,COLOMBO 06.",Colombo,Colombo,A,5,,,,,,official_tourism,Information for Accommodation.csv,d pavilion inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000353,DABAN HOMESTAY,Home Stay Units,"""SEWWANDI"",KITHAL-ELLA,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,2,6.866365,,,,,official_tourism,Information for Accommodation.csv,daban homestay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000354,DALAWELLA BEACH RESORT,Guest Houses,NO448.DALAWELLA.UNAWATUNA,Galle,Habaraduwa,B,8,6.002037,,,,,official_tourism,Information for Accommodation.csv,dalawella beach resort,Guest Houses.xlsx | Information for Accommodation.csv
ACC000355,DALMANUTA,Guest Houses,"21, MEEGAMA, ROAD, WARAPITIYA, DHARGATOWN.",Kalutara,Beruwala Pradeshiya Sabha,A,9,6.434796,,,,,official_tourism,Information for Accommodation.csv,dalmanuta,Guest Houses.xlsx | Information for Accommodation.csv
ACC000356,DAMBULLA REST HOUSE,Guest Houses,DAMBULLA,Matale,Dambulla Pradeshiya Sabha,B,4,,,,,,official_tourism,Information for Accommodation.csv,dambulla rest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000357,DAMITH HOME STAY,Home Stay Units,"NO.06, 'SAMAGIYA', MADAKETIYA ROAD, TANGALLE.",Hambantota,Tangalle Pradeshiya Sabha,SUPERIOR,2,6.029473,,,,,official_tourism,Information for Accommodation.csv,damith home stay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000358,DAMMIKA HOME,Home Stay Units,"19 (27/7) SANGAMITTA AVENVE, OFF SRI DHARMPALA ROAD, MOUNT LAVINIA",Colombo,Colombo,STANDARD,3,6.8435879,,,,,official_tourism,Information for Accommodation.csv,dammika home,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000359,DAMPE VILLAGE,Guest Houses,"222,DAMPE,MADAPATHA.",Colombo,Kesbewa,A,11,6.771875,,,,,official_tourism,Information for Accommodation.csv,dampe village,Guest Houses.xlsx | Information for Accommodation.csv
ACC000360,DAN HOME,Home Stay Units,"909/10G, ADIKARAM MAWATHA, ETHUL KOTTE.",Colombo,Kotte Muncipal Council,SUPERIOR,2,6.9033653,,,,,official_tourism,Information for Accommodation.csv,dan home,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000361,DANADHEE JUNGLE REST,Guest Houses,"PARAGALA, KURUWITA, THOPPIAHENA WATTA",Ratnapura,MC,A,12,6.766477,,,,,official_tourism,Information for Accommodation.csv,danadhee jungle rest,Guest Houses.xlsx | Information for Accommodation.csv
ACC000362,"DANYAA RESTAURANT,BAR & ACCOMMODATION",Guest Houses,"NO.605, BAR ROAD, BATTICALOA",Batticaloa,Batticaloa,C,6,,,,,,official_tourism,Information for Accommodation.csv,danyaa restaurant bar accommodation,Guest Houses.xlsx | Information for Accommodation.csv
ACC000363,DAWN VIEW HOMESTAY,Home Stay Units,"ELLA WATERFALL ROAD,ELLA",Badulla,Ella Pradeshiya Sabha,STANDARD,2,6.881556,,,,,official_tourism,Information for Accommodation.csv,dawn view homestay,Home Stay Units.xlsx | Information for Accommodation.csv
ACC000364,DE BLUEMARYEN HOTEL,Guest Houses,"NO:78 A,LAKE ROUND,KURUNAGALA",Kurunegala,Kurunegala,B,5,,,,,,official_tourism,Information for Accommodation.csv,de bluemaryen hotel,Guest Houses.xlsx | Information for Accommodation.csv
ACC000365,DE SILVA WIND RESORT KALPITIYA,Guest Houses,"PUDUKUDUIRUPPU,SEETHAWADI,KALPITIYA",Puttalam,Puttalam,B,9,8.230936,,,,,official_tourism,Information for Accommodation.csv,de silva wind resort kalpitiya,Guest Houses.xlsx | Information for Accommodation.csv
ACC000366,DEANS GUEST HOUSE,Guest Houses,"MAIN STREET,ARUGAMBAY,POTTUWIL",Ampara,Ampara,B,14,,,,,,official_tourism,Information for Accommodation.csv,deans guest house,Guest Houses.xlsx | Information for Accommodation.csv
ACC000367,DECO ON FORTY FOUR,Guest Houses,"NO:44,LIGHT HOUSE STREET,FORT,GALLE",Galle,Galle,A,7,6.026811,,,,,official_tourism,Information for Accommodation.csv,deco on forty four,Guest Houses.xlsx | Information for Accommodation.csv
ACC000368,DEE ELLA TOURIST INN,Guest Houses,"HELAGALA, DANOWITA, WARAKAPOLA.",Gampaha,Gampaha,B,8,,,,,,official_tourism,Information for Accommodation.csv,dee ella tourist inn,Guest Houses.xlsx | Information for Accommodation.csv
ACC000369,DEEN HAUS,Bangalows,"15/1, BEACH ROAD, MOUNTLAVINIA.",Colombo,Dehiwala-Mount Lavinia,DELUXE,5,,,,,,official_tourism,Information for Accommodation.csv,deen haus,Bungalows.xlsx | Information for Accommodation.csv
ACC000370,DEEP BLUE,Bangalows,"39/3, POLHENA ROAD, POLHENA, MATARA",Matara,Matara,SUPERIOR,5,5.940061,,,,,official_tourism,Information for Accommodation.csv,deep blue,Bungalows.xlsx | Information for Accommodation.csv
ACC000371,DEERPOINT BUNGALOW,Bangalows,"18/7A,SISIL SEWANA, SIRIMALWATTA, KANDY",Kandy,Kundasle,SUPERIOR,6,7.300052,,,,,official_tourism,Information for Accommodation.csv,deerpoint bungalow,Bungalows.xlsx | Information for Accommodation.csv
